"id","WT-1_fpkm","WT-2_fpkm","WT-3_fpkm","KO-1_fpkm","KO-2_fpkm","KO-3_fpkm","WT-12h-1_fpkm","WT-12h-2_fpkm","WT-12h-3_fpkm","WT-24h-1_fpkm","WT-24h-2_fpkm","WT-24h-3_fpkm","KO-12h-1_fpkm","KO-12h-2_fpkm","KO-12h-3_fpkm","KO-24h-1_fpkm","KO-24h-2_fpkm","KO-24h-3_fpkm","WT-1_count","WT-2_count","WT-3_count","KO-1_count","KO-2_count","KO-3_count","WT-12h-1_count","WT-12h-2_count","WT-12h-3_count","WT-24h-1_count","WT-24h-2_count","WT-24h-3_count","KO-12h-1_count","KO-12h-2_count","KO-12h-3_count","KO-24h-1_count","KO-24h-2_count","KO-24h-3_count","Symbol","Description","KEGG_A_class","KEGG_B_class","Pathway","K_ID","GO Component","GO Function","GO Process"
"C2R79_RS02625",6.76,6.42,5.78,7.93,10.57,6.49,11.23,11.33,12.45,7.5,6.91,8.27,12.51,11.93,16.48,7.58,10.14,7.36,30,27,44,23,43,18,93,62,77,57,51,70,37,33,55,34,35,27,"tilS","tRNA lysidine(34) synthetase TilS [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02630",15.46,15.62,11.04,19.99,19.72,22.99,16.34,12.18,16.72,14.62,12.7,11.99,25.81,21.67,26.35,21.97,20.44,27.93,71,68,87,60,83,66,140,69,107,115,97,105,79,62,91,102,73,106,"--","ATP-binding protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02635",85.12,85.8,85.88,141.88,160.87,145.89,101.82,107.21,110.16,67.45,66.26,63.77,153.93,137.82,128.37,108.26,136.84,115.88,112,107,194,122,194,120,250,174,202,152,145,160,135,113,127,144,140,126,"--","Uncharacterised protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02640",1.85,0,0,1.88,1.34,0,5.28,3.49,5.74,4.31,1.48,1.94,4.62,1.97,2.45,2.43,1.58,2.23,3,0,0,2,2,0,16,7,13,12,4,6,5,2,3,4,2,3,"--","labile enterotoxin outputA [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02655",66.78,60.23,69.79,159.6,140.33,140.64,218.58,207.55,220.23,106.98,120.97,118.09,308.46,299.43,292.66,302.55,301.82,304.02,379,324,680,592,730,499,2315,1453,1742,1040,1142,1278,1167,1059,1249,1736,1332,1426,"rimO","30S ribosomal protein S12 methylthiotransferase RimO [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02660",52.35,62.14,60.7,114,140.6,131.26,48.02,36.32,32.15,30.27,28.15,27.46,55.13,61.4,64.94,65.23,67.33,59.7,104,117,207,148,256,163,178,89,89,103,93,104,73,76,97,131,104,98,"gpt","phosphoribosyltransferase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Nucleotide metabolism","ko01100//Metabolic pathways;ko01110//Biosynthesis of secondary metabolites;ko00230//Purine metabolism","K00769;K00769;K00769","-","-","-"
"C2R79_RS02665",207.01,207.79,202.83,357.14,325.98,331.81,690.41,687.78,666.78,494.43,542.05,513.47,920.65,959.62,926.49,1327.68,1568,1276.53,988,940,1662,1114,1426,990,6149,4049,4435,4042,4303,4673,2929,2854,3325,6406,5819,5035,"jhp_0673","phosphoserine transaminase [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02670",19.02,32.41,21.3,36.56,44.68,41.34,11.76,19.76,12.59,8.82,9.09,7.42,28.53,18.78,19.45,15.43,23.2,11.8,39,63,75,49,84,53,45,50,36,31,31,29,39,24,30,32,37,20,"pgpA","phosphatidylglycerophosphatase A [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Lipid metabolism","ko01100//Metabolic pathways;ko00564//Glycerophospholipid metabolism","K01095;K01095","-","-","-"
"C2R79_RS02675",140.79,132.56,132.74,355.18,329.58,312.16,329.96,311.72,341.92,251.53,260.1,262.04,514.66,458.66,454.76,374.39,364.14,369.3,632,564,1023,1042,1356,876,2764,1726,2139,1934,1942,2243,1540,1283,1535,1699,1271,1370,"ddl","D-alanine--D-alanine ligase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism","Global and overview maps;Glycan biosynthesis and metabolism;Metabolism of other amino acids","ko01100//Metabolic pathways;ko00550//Peptidoglycan biosynthesis;ko00473//D-Alanine metabolism","K01921;K01921;K01921","-","-","-"
"C2R79_RS02680",4.81,3.04,2.99,14.21,9.09,17.42,25.41,23.11,26.43,10.47,10.79,6.38,37,25.7,25.56,14.89,14.42,16.67,15,9,16,29,26,34,148,89,115,56,56,38,77,50,60,47,35,43,"--","lipase EstV [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02685",18.99,19.54,20.66,36.98,46.74,35.4,221.85,207.76,209.67,95.37,101.71,112.09,274.5,277.52,290.93,200.09,233.91,225.78,121,118,226,154,273,141,2638,1633,1862,1041,1078,1362,1166,1102,1394,1289,1159,1189,"murF","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism","Global and overview maps;Glycan biosynthesis and metabolism;Amino acid metabolism","ko01100//Metabolic pathways;ko00550//Peptidoglycan biosynthesis;ko00300//Lysine biosynthesis","K01929;K01929;K01929","-","-","-"
"C2R79_RS02690",15.31,19.19,16.72,23.43,27.67,21.43,30.52,34.53,30.56,10.34,13.23,13.3,45.23,39.17,64.28,30.3,27.69,28.95,32,38,60,32,53,28,119,89,89,37,46,53,63,51,101,64,45,50,"MT2688","HIT domain-containing protein [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Nucleotide metabolism","ko01100//Metabolic pathways;ko00230//Purine metabolism","K19710;K19710","-","-","-"
"C2R79_RS02695",184.31,165.43,161.68,235.71,249.11,246.02,358.48,362.3,370.91,198.27,226.88,198.16,440.81,449.87,457.96,354.48,353.78,360.4,737,627,1110,616,913,615,2675,1787,2067,1358,1509,1511,1175,1121,1377,1433,1100,1191,"prs","ribose-phosphate pyrophosphokinase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Global and overview maps;Global and overview maps;Global and overview maps;Nucleotide metabolism;Carbohydrate metabolism","ko01100//Metabolic pathways;ko01110//Biosynthesis of secondary metabolites;ko01120//Microbial metabolism in diverse environments;ko01230//Biosynthesis of amino acids;ko01200//Carbon metabolism;ko00230//Purine metabolism;ko00030//Pentose phosphate pathway","K00948;K00948;K00948;K00948;K00948;K00948;K00948","-","-","-"
"C2R79_RS02705",27.4,28.05,27.42,57.45,62.44,61.03,172.92,137.38,154.5,75.47,77.97,78.23,234.12,222.44,228.06,154.17,130.76,156.92,135,131,232,185,282,188,1590,835,1061,637,639,735,769,683,845,768,501,639,"mrdB","rod shape-determining protein RodA [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02710",66.39,74.87,58.93,233.59,238.13,242.61,554.77,491.84,523.32,329.47,302,306.8,701.67,697.64,703.71,593.03,586.19,606.86,334,357,509,768,1098,763,5208,3052,3669,2839,2527,2943,2353,2187,2662,3016,2293,2523,"--","DUF697 domain-containing protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02715",8.04,9.73,8.67,11.21,19.08,13.23,84.48,87.76,78.52,24.98,29.98,31.98,154.95,155.89,137.67,111.75,151.38,127.84,34,39,63,31,74,35,667,458,463,181,211,258,437,411,438,478,498,447,"HP_0745","RluA family pseudouridine synthase [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02720",103.05,106.17,107.24,120.62,129.92,139.21,56.22,51.22,54.56,40.36,38.77,31.08,62.34,60.11,66.67,59.73,56.8,75.54,553,540,988,423,639,467,563,339,408,371,346,318,223,201,269,324,237,335,"--","fibronectin type III domain-containing protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02725",26.24,18.52,24.01,42.56,40.89,33.13,36.36,31.03,39.77,38,28.82,30.31,57.11,46.53,54.04,56.39,52.01,58.48,133,89,209,141,190,105,344,194,281,330,243,293,193,147,206,289,205,245,"trmB","tRNA (guanosine(46)-N7)-methyltransferase TrmB [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02730",43.95,42.36,47.37,92.67,83.45,88.02,90.69,81.37,98.34,38.39,32.67,33.4,144.34,96.64,115.07,80.45,75.67,83.34,127,116,235,175,221,159,489,290,396,190,157,184,278,174,250,235,170,199,"ftsE","ABC transporter ATP-binding protein [Helicobacter pylori]","Environmental Information Processing","Membrane transport","ko02010//ABC transporters","K09812","-","GO:0016787//hydrolase activity","-"
"C2R79_RS02735",22.19,27.36,29.04,48.51,48.74,37.8,138.07,128.04,151.17,60.23,58.91,58.04,193.69,183.61,193.55,124.58,103.41,127.98,77,90,173,110,155,82,894,548,731,358,340,384,448,397,505,437,279,367,"--","ABC transporter permease [Helicobacter pylori]","Environmental Information Processing","Membrane transport","ko02010//ABC transporters","K09811","-","-","-"
"C2R79_RS02740",115.8,102.59,102.36,162.7,146.81,162.36,245.12,221.62,234.3,221.33,234.21,223.96,344.55,331.34,347.09,339.25,343.61,356.75,599,503,909,550,696,525,2366,1414,1689,1961,2015,2209,1188,1068,1350,1774,1382,1525,"--","M23 family metallopeptidase [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02745",292.01,299.9,292.38,111.7,126.87,110.57,16.96,14.14,16.69,11.31,13.59,11.52,19.38,11.4,12.89,8.95,10.8,7.82,452,440,777,113,180,107,49,27,36,30,35,34,20,11,15,14,13,10,"--","FlaG protein [Helicobacter pylori 35A] [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02750",981.82,995.91,1009.41,377.65,383.58,362.99,294.26,276.78,290.62,236.26,217.96,219.28,161.06,189.51,161.71,179.75,166.99,178.86,8688,8353,15335,2184,3111,2008,4859,3021,3584,3581,3208,3700,950,1045,1076,1608,1149,1308,"fliD","flagellar capping protein [Helicobacter pylori]","Cellular Processes","Cell motility","ko02040//Flagellar assembly","K02407","-","-","-"
"C2R79_RS02755",21.36,16.1,23.82,10.27,8.66,1.95,2.94,1.48,2.63,3.92,3.67,3.2,0.92,2.94,4.87,1.21,0,1.48,35,25,67,11,13,2,9,3,6,11,10,10,1,3,6,2,0,2,"fliS","flagellar export chaperone FliS [Helicobacter pylori]","Cellular Processes","Cell motility","ko02040//Flagellar assembly","K02422","-","-","-"
"C2R79_RS02760",160.86,186.07,166.51,63.76,57.09,55.8,20.25,20.43,13.21,16.41,13.98,17.28,4.36,9.33,10.31,6.71,3.74,8.21,166,182,295,43,54,36,39,26,19,29,24,34,3,6,8,7,3,7,"--","Uncharacterised protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02765",66.6,66.55,70.61,181.17,181.47,153.88,170.33,163.41,164.86,89.7,102.33,91.85,228.9,201.31,213.23,188.57,183.54,175.67,189,179,344,336,472,273,902,572,652,436,483,497,433,356,455,541,405,412,"moeZ","molybdopterin biosynthesis protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02770",0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"--","predicted coding region HP0756 [Helicobacter pylori 26695] [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02775",44.98,49.97,47.16,133.6,132.5,126.97,382.82,348.36,359.01,180.42,197.89,171.23,371.13,388.51,371.93,318.51,322.92,343.21,170,179,306,330,459,300,2700,1624,1891,1168,1244,1234,935,915,1057,1217,949,1072,"CPA","carbon-nitrogen hydrolase [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Amino acid metabolism","ko01100//Metabolic pathways;ko00330//Arginine and proline metabolism","K12251;K12251","-","-","-"
"C2R79_RS02780",58.76,53.78,53.92,115.64,120.11,114.67,591.09,525.61,549.03,196.64,217.08,207.46,608.85,654.42,662.37,453.98,460.49,454.9,332,288,523,427,622,405,6232,3663,4323,1903,2040,2235,2293,2304,2814,2593,2023,2124,"HI_0325","Na+/H+ antiporter family protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02785",3.66,5.02,5.01,17.07,11.97,10.53,76.42,67.74,75.18,12.6,13.19,11.7,96,74.53,89.72,30.75,30.8,40.71,20,26,47,61,60,36,780,457,573,118,120,122,350,254,369,170,131,184,"norM","MATE family efflux transporter [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02790",105.23,107.41,112.99,269.58,264.6,287.09,129.49,123.8,132.56,86.51,92.52,92.51,181.47,182.39,183.05,157.46,168.55,140.36,719.44,696,1326.24,1204.5,1658,1227,1652,1044,1263,1013,1052,1206,827,777,941,1088.27,896,793,"rny","ribonuclease Y [Helicobacter pylori]","Genetic Information Processing","Folding, sorting and degradation","ko03018//RNA degradation","K18682","-","-","-"
"C2R79_RS02795",337.85,336.98,336.11,740.45,816.12,746.26,359.86,401.96,371.84,240.38,237.19,239.6,563.92,547.95,493.5,399.69,419.63,398.16,980.56,927,1674.76,1404.5,2171,1354,1949,1439,1504,1195,1145,1326,1091,991,1077,1172.73,947,955,"--","5-formyltetrahydrofolate cyclo-ligase [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Metabolism of cofactors and vitamins","ko01100//Metabolic pathways;ko00670//One carbon pool by folate","K01934;K01934","-","-","-"
"C2R79_RS02800",27.93,25.5,36.66,44,35.02,35.34,73.26,65.55,94.21,26.52,20.8,24.26,73.16,65.55,58.2,38.75,51.99,48.42,67,58,151,69,77,53,328,194,315,109,83,111,117,98,105,94,97,96,"--","predicted coding region HP0762 [Helicobacter pylori 26695] [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02805",99.64,101,108.04,150.86,146.17,131.5,145.54,183.28,157.92,93.56,104.17,97.82,264.6,280.96,245.64,249.1,317.5,271.66,383,368,713,379,515,316,1044,869,846,616,666,717,678,673,710,968,949,863,"ftsY","signal recognition particle-docking protein FtsY [Helicobacter pylori]","Environmental Information Processing;Genetic Information Processing;Cellular Processes","Membrane transport;Folding, sorting and degradation;Cellular community - prokaryotes","ko03070//Bacterial secretion system;ko03060//Protein export;ko02024//Quorum sensing","K03110;K03110;K03110","-","-","-"
"C2R79_RS02810",1.49,2.36,2.17,11.41,12.2,9.54,0,0,1.6,3.05,0.45,3.13,0,0,1.98,0,0,0,2,3,5,10,15,8,0,0,3,7,1,8,0,0,2,0,0,0,"--","YkgJ family cysteine cluster protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02820",0,0,1.59,4.19,3.98,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,"--","proteobacterial sortase system OmpA family protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02840",0.86,0.91,1.13,3.3,2.59,2.07,4.4,5.6,7.28,5.8,7.14,5.21,6.16,8.66,4.88,5.13,6.67,6.01,4,4,9,10,11,6,38,32,47,46,55,46,19,25,17,24,24,23,"xerH","tyrosine-type recombinase/integrase [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02845",0.39,0.41,0.11,0.59,1.48,0.93,1.24,0.31,0.97,1.24,2.21,1.72,3.19,1.86,3.34,0.96,1.24,1.17,2,2,1,2,7,3,12,2,7,11,19,17,11,6,13,5,5,5,"--","trbL/VirB6 plasmid conjugal transfer family protein [Helicobacter pylori R018c] [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02850",0.34,0.71,0.2,1.8,0.73,0.54,0.99,1.36,0.48,1.96,1.21,1.23,2.77,2.42,0.67,0.83,1.29,1.22,2,4,2,7,4,2,11,10,4,20,12,14,11,9,3,5,6,6,"--","Uncharacterised protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02860",0,0,0.1,1.1,0.59,0,1.35,1.75,1.55,0.63,0.22,0.47,3.23,3.74,1.67,0.89,0.46,0.43,0,0,1,4,3,0,14,12,12,6,2,5,12,13,7,5,2,2,"--","YfhO family protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02865",62.66,66.48,65.77,147.87,153.71,154.02,25.23,22.38,21.08,22.73,20.22,26.36,33.99,33.52,34.37,22.41,31.87,26.99,177,178,319,273,398,272,133,78,83,110,95,142,64,59,73,64,70,63,"--","ParA family protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02870",9.48,3.64,3.01,15.82,6.58,6.89,0,0,0.62,0,0.52,0,0,0,0,0.85,0,0,11,4,6,12,7,5,0,0,1,0,1,0,0,0,0,1,0,0,"--","PZ8b [Helicobacter pylori Hp H-3] [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02875",143.26,159.36,161.07,269.34,252.22,251.85,62.74,61.39,73.41,80.14,84.21,78.06,92.32,89.78,89.02,95.86,102.53,108.55,717,756,1384,881,1157,788,586,379,512,687,701,745,308,280,335,485,399,449,"--","predicted coding region HP1002 [Helicobacter pylori 26695] [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02880",4.87,7.58,6.45,9.31,14.34,13.04,21.26,21.61,24.19,14.28,17.49,13.72,39.98,34.18,36.42,24.68,32.56,26.07,40,59,91,50,108,67,326,219,277,201,239,215,219,175,225,205,208,177,"--","relaxase/mobilization nuclease domain-containing protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02885",163.17,202.53,184.49,190.92,225.55,188.97,12.27,10.77,11.13,22.41,21.75,12.78,23.26,28.44,13.75,30.67,23.74,20.55,221,260,429,169,280,160,31,18,21,52,49,33,21,24,14,42,25,23,"--","PZ11b [Helicobacter pylori CPY6271] [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02890",358.75,373.28,386.7,469.43,394.12,397.09,58.78,80.9,55.63,101.11,90.24,78.72,113.83,125.73,119.55,107.68,123.04,117.76,435,429,805,372,438,301,133,121,94,210,182,182,92,95,109,132,116,118,"yafQ","type II toxin-antitoxin system mRNA interferase toxin, RelE/StbE family [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02895",3.1,3.12,2.51,3.71,3.96,3.88,25.53,23.24,31.58,26.24,26.14,30.63,38.77,30.24,39.38,29.42,28.39,27.2,23,22,32,18,27,18,354,213,327,334,323,434,192,140,220,221,164,167,"traG","VirD4 coupling protein [Helicobacter pylori]","Environmental Information Processing","Membrane transport","ko03070//Bacterial secretion system","K03205","-","-","-"
"C2R79_RS02900",0,0,0,0,0,0,1.34,3.72,2.09,1.46,1,2.84,2.5,4.01,0.55,2.89,1.61,2.52,0,0,0,0,0,0,6,11,7,6,4,13,4,6,1,7,3,5,"--","membrane protein [Helicobacter pylori FD568] [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02905",0,0,0.47,0,0,0,0.43,0,0,0,0.48,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"--","Uncharacterised protein [Helicobacter pylori NCTC 11637 = CCUG 17874 = ATCC 43504] [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02920",0,0.22,0.49,2.25,0.69,0,0.45,1.53,1.51,2.09,1.64,1.1,2.52,1.35,0.84,0.62,1.08,1.27,0,1,4,7,3,0,4,9,10,17,13,10,8,4,3,3,4,5,"--","competence factor transporter ComB [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02935",0,0,0,0,1.07,0,0,0,0,0,0,0,1.47,0,0,0.97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"--","predicted coding region HP0458 [Helicobacter pylori 26695] [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02940",0,0,0,0,0,1.41,1.89,0,0,0,0.53,0,0,4.24,0,0.87,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,3,0,1,0,0,"--","competence protein ComB [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02945",0,0,0,0,0,0,0,0,0,0.48,0.98,0,0,0,2.17,1.61,1.05,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,2,1,0,"--","TrbC/VirB2 family protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02950",0,0.51,0.28,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0.59,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,"--","Uncharacterised protein [Helicobacter pylori NCTC 11637 = CCUG 17874 = ATCC 43504] [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"--","integrase [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02960",5654.42,5870.69,5774.92,9487.43,9633.38,9364.96,5479.2,5705.8,5476.86,3801.47,4000.24,3896.73,6724.16,7275.12,6425.59,6362.56,7227.95,6187.12,19985,19667,35042,21915,31207,20692,36138,24875,26977,23014,23516,26262,15842,16023,17077,22734,19864,18072,"--","Hop family outer membrane protein HopE [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02965",284.76,290.9,303.81,895.6,880.03,822.72,422.56,392.76,416.57,262.33,278.15,264.99,422.67,418.72,441.09,205.98,175.85,207.04,1135,1099,2079,2333,3215,2050,3143,1931,2314,1791,1844,2014,1123,1040,1322,830,545,682,"rsmH","16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02970",2.7,3.56,3.14,20.63,20.59,18.33,23.84,21.31,23.22,14.17,23.1,17.32,26.29,29.21,26,14,12.14,8.16,4,5,8,20,28,17,66,39,48,36,57,49,26,27,29,21,14,10,"--","Uncharacterised protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02975",294.38,309.5,314.74,640,650.52,619.22,421.92,412.18,436.33,221.18,290.5,253.12,658,646.01,703.88,466.73,554.48,449.71,1143,1139,2098,1624,2315,1503,3057,1974,2361,1471,1876,1874,1703,1563,2055,1832,1674,1443,"salL","S-adenosyl-l-methionine hydroxide adenosyltransferase family protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS02990",184.38,179.86,175.41,266.38,275.57,248.32,129.63,133.58,131.89,102.64,125.06,127.16,231.17,215.5,229.5,211.97,238.6,224.49,968,895,1581,914,1326,815,1270,865,965,923,1092,1273,809,705,906,1125,974,974,"--","HD family hydrolase [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03000",989.65,1027.42,1027.68,1436.18,1461.12,1399.03,1702.92,1690.64,1627.1,1781.45,1851.66,1836.03,1868.37,1976.94,1867.93,2408.27,2374.56,2353.92,7251,7135,12927,6877,9812,6408,23283,15279,16614,22357,22565,25651,9125,9026,10291,17838,13528,14253,"ggt","gamma-glutamyltransferase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Metabolism of other amino acids;Metabolism of other amino acids;Metabolism of other amino acids","ko01100//Metabolic pathways;ko00480//Glutathione metabolism;ko00460//Cyanoamino acid metabolism;ko00430//Taurine and hypotaurine metabolism","K00681;K00681;K00681;K00681","-","-","-"
"C2R79_RS03005",386.09,419.6,411.53,67.42,67.3,67.42,56.87,52.7,53.24,25.87,22.42,19.49,26.63,29.72,27.52,8.72,6.73,7.26,3023,3114,5532,345,483,330,831,509,581,347,292,291,139,145,162,69,41,47,"--","flagellar hook-associated protein FlgK [Helicobacter pylori]","Cellular Processes","Cell motility","ko02040//Flagellar assembly","K02396","-","-","-"
"C2R79_RS03010",451.24,487.36,464.94,86.72,84,75.26,46.41,36.84,57.55,31.53,24.43,22.15,40.1,30.03,22.75,11.63,9.63,9.7,844,864,1493,106,144,88,162,85,150,101,76,79,50,35,32,22,14,15,"--","Uncharacterised protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS03015",137.85,116.55,128.13,182.01,202.2,184.46,340.66,319.94,363.14,218.09,235.38,216.49,259.13,253.48,237.13,96.57,105.93,113.74,569,456,908,491,765,476,2624,1629,2089,1542,1616,1704,713,652,736,403,340,388,"hsdFM","cytosine specific DNA methyltransferase(BSP6IM) [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Amino acid metabolism","ko01100//Metabolic pathways;ko00270//Cysteine and methionine metabolism","K00558;K00558","-","-","-"
